mode,pose_only,x_req,y_req,z_req,yaw_req,mass_req,mu_req,x_gt,y_gt,z_gt,qx_gt,qy_gt,qz_gt,qw_gt,source_topic
reset,False,0.12,0.0,0.775,0.0,0.03,0.8,0.12,5.627930855248832e-19,0.7716787846003919,-3.1974628599340667e-17,-2.0450288696552762e-16,1.791303088137576e-17,1.0,/world/robot_world/dynamic_pose/info
randomize,True,0.13673121581494604,-0.0759982791643733,0.775,-0.1574794771416165,0.028339264428892938,0.8472942428328025,0.13673121581494602,-0.07599827916437328,0.7677214499922425,-2.521711965673375e-17,2.7646944008230045e-17,-0.07865840009610119,0.9969016280929236,/world/robot_world/dynamic_pose/info
randomize,True,0.14120393849074936,0.06274873083277525,0.775,-0.2891428171594087,0.02953153091811162,0.705959443887614,0.14120393849074933,0.06274873083277525,0.7677387848,-2.93690362939831e-17,-4.730880894321768e-18,-0.14406832271097056,0.9895677432047023,/world/robot_world/dynamic_pose/info
randomize,True,0.0862365569764324,0.0008568460965379804,0.775,-0.33142482122129546,0.02819302590411989,0.8299768875559046,0.0862365569764324,0.0008568460965379785,0.7677587456,-9.260356903106769e-17,6.839720060276274e-17,-0.16495502415252572,0.9863010899349345,/world/robot_world/dynamic_pose/info
randomize,False,0.13673121581494604,-0.0759982791643733,0.775,-0.1574794771416165,0.028339264428892938,0.8472942428328025,0.13673121581494604,-0.0759982791643733,0.7716588238003919,9.798109842280682e-17,-1.1100057739198802e-16,-0.07865840009610119,0.9969016280929236,/world/robot_world/dynamic_pose/info
randomize,False,0.14120393849074936,0.06274873083277525,0.775,-0.2891428171594087,0.02953153091811162,0.705959443887614,0.14120393849074936,0.06274873083277525,0.7716388630003919,-3.2222803172571656e-17,4.8440744440221965e-17,-0.14406832271097056,0.9895677432047023,/world/robot_world/dynamic_pose/info
randomize,False,0.0862365569764324,0.0008568460965379804,0.775,-0.33142482122129546,0.02819302590411989,0.8299768875559046,0.0862365569764324,0.0008568460965379831,0.7716388630003919,-4.643742272462714e-17,8.27844686370551e-17,-0.16495502415252572,0.9863010899349345,/world/robot_world/dynamic_pose/info
randomize,False,0.125392977672386,-0.04472950047348853,0.775,0.0624859787131361,0.03185658274006696,0.7012997519356121,0.125392977672386,-0.04472950047348853,0.7716388630003919,3.050008207842869e-17,-6.9100108998690404e-18,0.031237906764013442,0.9995119775075249,/world/robot_world/dynamic_pose/info
randomize,False,0.15669831021993694,0.0317023031981163,0.775,-0.11182463843740567,0.02793287699887069,0.8914426144413563,0.15669831021993694,0.0317023031981163,0.7716189022003919,-5.753208845391971e-17,-3.6644437047941026e-17,-0.055883191706961245,0.9984373134476912,/world/robot_world/dynamic_pose/info
